Data,Modalidade,Review,Avaliação,Idioma
2023-05-06,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-07,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-07,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-07,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-08,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-08,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-08,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-05-09,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-05-09,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-09,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-10,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-10,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-10,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-11,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-11,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-05-11,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-12,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-05-12,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-12,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-13,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-13,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-13,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-14,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-14,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-14,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-15,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-15,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-15,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-16,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-16,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-16,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-17,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-17,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-17,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-18,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-18,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-18,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-19,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-19,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-19,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-05-20,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-20,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-20,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-21,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-21,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-05-21,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-22,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-22,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-22,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-23,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-23,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-05-23,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-24,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-05-24,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-24,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-25,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-25,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-25,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-26,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-26,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-26,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-27,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-05-27,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-27,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-05-28,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-05-28,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-28,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-29,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-05-29,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-05-29,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-30,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-30,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-30,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-05-31,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-05-31,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-05-31,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-01,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-01,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-01,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-02,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-02,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-02,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-06-03,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-03,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-03,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-04,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-04,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-04,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-05,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-06-05,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-05,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-06,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-06,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-06-06,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-06-07,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-07,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-07,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-06-08,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-08,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-06-08,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-06-09,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-09,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-09,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-10,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-10,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-10,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-11,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-11,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-11,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-12,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-12,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-06-12,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-13,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-13,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-13,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-06-14,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-14,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-06-14,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-15,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-15,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-15,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-16,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-06-16,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-16,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-17,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-06-17,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-06-17,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-18,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-06-18,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-18,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-19,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-19,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-06-19,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-20,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-20,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-06-20,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-21,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-06-21,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-21,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-22,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-06-22,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-22,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-06-23,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-23,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-06-23,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-06-24,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-24,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-06-24,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-25,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-06-25,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-06-25,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-26,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-06-26,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-06-26,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-27,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-27,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-27,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-28,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-06-28,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-28,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-29,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-06-29,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-06-29,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-06-30,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-30,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-06-30,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-07-01,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-07-01,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-01,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-07-02,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-07-02,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-07-02,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-07-03,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-03,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-03,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-04,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-04,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-04,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-07-05,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-05,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-05,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-06,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-07-06,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-06,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-07,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-07,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-07,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-07-08,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-07-08,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-07-08,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-07-09,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-09,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-09,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-10,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-10,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-10,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-11,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-11,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-07-11,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-12,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-12,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-07-12,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-13,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-13,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-13,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-07-14,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-14,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-14,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-07-15,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-07-15,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-07-15,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-16,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-07-16,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-07-16,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-17,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-17,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-17,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-18,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-07-18,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-18,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-19,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-07-19,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-07-19,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-20,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-20,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-20,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-21,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-07-21,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-21,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-22,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-22,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-22,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-07-23,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-23,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-07-23,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-24,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-24,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-07-24,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-25,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-25,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-07-25,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-26,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-26,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-26,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-27,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-27,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-27,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-28,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-28,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-28,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-29,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-29,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-29,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-30,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-07-30,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-07-30,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-07-31,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-07-31,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-07-31,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-01,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-01,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-01,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-02,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-02,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-02,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-03,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-08-03,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-08-03,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-04,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-04,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-04,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-08-05,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-05,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-05,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-06,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-06,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-08-06,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-07,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-07,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-07,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-08-08,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-08,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-08-08,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-09,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-08-09,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-09,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-10,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-08-10,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-10,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-11,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-11,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-11,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-08-12,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-12,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-12,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-13,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-08-13,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-13,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-14,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-14,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-14,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-08-15,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-15,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-15,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-08-16,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-08-16,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-08-16,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-08-17,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-17,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-17,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-18,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-18,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-18,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-19,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-19,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-19,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-20,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-08-20,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-08-20,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-08-21,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-21,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-08-21,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-22,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-22,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-22,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-08-23,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-23,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-23,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-24,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-08-24,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-08-24,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-25,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-08-25,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-25,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-26,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-08-26,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-08-26,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-08-27,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-08-27,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-27,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-08-28,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-28,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-28,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-08-29,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-08-29,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-08-29,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-08-30,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-30,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-30,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-08-31,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-08-31,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-08-31,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-01,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-01,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-01,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-02,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-02,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-02,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-03,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-03,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-09-03,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-09-04,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-04,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-09-04,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-05,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-05,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-05,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-06,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-06,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-06,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-07,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-07,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-09-07,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-08,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-08,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-08,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-09,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
